second_epoch,t_rel,clock,sent,ok,err,p50_ms,p95_ms,max_ms,distinct_pods,pods,max_client_lag_s
1786012086,,18:28:06,42,42,0,112.2,223.1,229.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012087,,18:28:07,42,42,0,122.2,186.4,200.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012088,,18:28:08,42,42,0,212.6,402.3,422.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012089,,18:28:09,42,42,0,115.5,199.2,296.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012090,,18:28:10,42,42,0,118.3,209.2,242.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012091,,18:28:11,42,42,0,118.6,165.8,224.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012092,,18:28:12,42,42,0,168.3,264.2,375.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012093,,18:28:13,42,42,0,130.1,202.1,268.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012094,,18:28:14,42,42,0,140.5,200.7,229.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012095,,18:28:15,42,42,0,111.5,178.6,193.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012096,,18:28:16,42,42,0,110.9,161.2,216.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012097,,18:28:17,42,42,0,136.1,260.8,292.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012098,,18:28:18,42,42,0,113.2,252.7,309.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012099,,18:28:19,42,42,0,110.5,173.0,212.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012100,,18:28:20,42,42,0,112.6,200.2,212.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012101,,18:28:21,42,42,0,135.0,222.8,245.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012102,,18:28:22,42,42,0,136.8,203.1,224.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012103,,18:28:23,42,42,0,115.9,181.9,192.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012104,,18:28:24,42,42,0,115.7,205.5,244.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012105,,18:28:25,42,42,0,111.0,181.2,193.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012106,,18:28:26,42,42,0,110.7,180.6,222.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012107,,18:28:27,42,42,0,108.3,156.9,170.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012108,,18:28:28,42,42,0,116.6,205.3,240.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012109,,18:28:29,42,42,0,110.7,174.9,236.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012110,,18:28:30,42,42,0,112.6,170.3,198.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012111,,18:28:31,42,42,0,117.4,185.5,195.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012112,,18:28:32,42,41,1,114.8,214.9,265.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012113,,18:28:33,42,42,0,111.7,179.1,221.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012114,,18:28:34,42,42,0,117.5,324.2,330.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012115,,18:28:35,42,42,0,148.1,325.6,355.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012116,,18:28:36,42,42,0,110.8,206.5,222.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012117,,18:28:37,42,42,0,127.2,251.5,275.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012118,,18:28:38,42,42,0,114.1,246.8,251.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012119,,18:28:39,42,42,0,163.8,348.7,390.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012120,,18:28:40,42,42,0,135.8,285.5,341.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012121,,18:28:41,42,42,0,150.0,385.7,425.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012122,,18:28:42,42,42,0,122.7,228.4,268.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012123,,18:28:43,42,42,0,128.5,254.4,260.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012124,,18:28:44,42,42,0,115.6,257.8,269.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012125,,18:28:45,42,42,0,139.8,199.0,219.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012126,,18:28:46,42,42,0,113.7,199.4,286.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012127,,18:28:47,42,42,0,146.6,240.6,257.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012128,,18:28:48,42,42,0,117.5,215.3,226.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012129,,18:28:49,42,42,0,112.4,230.5,283.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012130,,18:28:50,42,42,0,113.5,164.7,167.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012131,,18:28:51,42,41,1,111.7,175.7,205.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012132,,18:28:52,42,42,0,123.2,204.7,253.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012133,,18:28:53,42,42,0,118.8,215.6,228.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012134,,18:28:54,42,42,0,112.4,171.8,176.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012135,,18:28:55,42,42,0,128.9,268.6,296.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012136,,18:28:56,42,42,0,141.7,342.6,358.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012137,,18:28:57,42,42,0,113.8,168.1,185.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012138,,18:28:58,42,42,0,118.4,197.6,207.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012139,,18:28:59,42,42,0,111.3,143.7,168.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012140,,18:29:00,42,42,0,113.7,177.2,231.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012141,,18:29:01,42,42,0,112.8,172.3,219.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012142,,18:29:02,42,42,0,111.4,164.8,175.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012143,,18:29:03,42,42,0,114.4,178.7,192.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012144,,18:29:04,42,42,0,117.2,194.0,270.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012145,,18:29:05,42,42,0,115.1,174.4,203.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012146,,18:29:06,42,42,0,109.8,176.7,197.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012147,,18:29:07,42,42,0,115.8,196.6,232.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012148,,18:29:08,42,42,0,114.7,166.8,171.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012149,,18:29:09,42,42,0,117.9,205.3,230.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012150,,18:29:10,42,42,0,116.1,259.5,296.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012151,,18:29:11,42,42,0,115.4,196.2,212.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012152,,18:29:12,42,42,0,111.7,230.9,249.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012153,,18:29:13,42,42,0,136.2,266.8,286.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012154,,18:29:14,42,42,0,113.6,229.9,251.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012155,,18:29:15,42,42,0,118.3,251.4,268.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012156,,18:29:16,42,42,0,118.8,180.6,183.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012157,,18:29:17,42,42,0,112.9,171.6,174.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012158,,18:29:18,42,42,0,110.5,163.7,173.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012159,,18:29:19,42,42,0,111.7,181.4,197.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012160,,18:29:20,42,42,0,125.5,191.0,235.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012161,,18:29:21,42,42,0,114.7,228.0,252.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012162,,18:29:22,42,42,0,144.8,446.9,474.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012163,,18:29:23,42,42,0,163.4,296.9,322.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012164,,18:29:24,42,42,0,114.0,206.7,251.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012165,,18:29:25,42,42,0,112.6,192.7,224.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012166,,18:29:26,42,42,0,154.6,330.4,359.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012167,,18:29:27,42,42,0,139.5,257.8,312.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012168,,18:29:28,42,42,0,113.8,194.2,226.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012169,,18:29:29,42,42,0,113.9,164.3,181.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012170,,18:29:30,42,42,0,116.7,181.3,202.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012171,,18:29:31,42,42,0,112.3,229.0,259.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012172,,18:29:32,42,42,0,111.0,168.2,170.7,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012173,,18:29:33,42,42,0,114.4,223.5,246.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012174,,18:29:34,42,42,0,123.2,221.4,249.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012175,,18:29:35,42,41,1,123.5,232.3,256.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012176,,18:29:36,42,42,0,120.2,265.8,328.1,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012177,,18:29:37,42,41,1,116.3,180.3,198.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012178,,18:29:38,42,42,0,139.5,243.2,258.3,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012179,,18:29:39,42,42,0,112.2,168.7,205.0,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012180,,18:29:40,42,42,0,116.2,173.5,193.6,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012181,,18:29:41,42,42,0,113.4,176.8,196.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012182,,18:29:42,42,42,0,113.9,222.3,229.2,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012183,,18:29:43,42,42,0,118.1,226.2,229.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012184,,18:29:44,42,42,0,112.9,184.0,242.8,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012185,,18:29:45,42,42,0,120.0,222.0,237.5,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012186,,18:29:46,42,42,0,111.1,164.2,195.4,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
1786012187,,18:29:47,42,42,0,113.6,218.0,227.9,3,order-backend-854dc5555d-qb8r7|order-backend-854dc5555d-rrf7x|order-backend-854dc5555d-sxd97,0.0
