second_epoch,t_rel,clock,sent,ok,err,p50_ms,p95_ms,max_ms,distinct_pods,pods,max_client_lag_s
1786378072,,00:07:52,24,24,0,112.4,127.5,128.2,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378073,,00:07:53,24,24,0,144.6,1352.0,1391.4,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378074,,00:07:54,24,24,0,992.3,1462.4,1699.7,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378075,,00:07:55,24,24,0,255.6,803.8,1010.2,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378076,,00:07:56,24,24,0,109.5,297.4,321.3,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378077,,00:07:57,24,24,0,112.9,130.1,144.5,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378078,,00:07:58,24,24,0,114.5,572.6,685.8,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378079,,00:07:59,24,24,0,359.2,609.3,620.4,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378080,,00:08:00,24,24,0,463.5,1564.5,1803.1,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378081,,00:08:01,24,24,0,421.2,1018.5,1055.1,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378082,,00:08:02,24,24,0,491.0,676.6,724.7,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378083,,00:08:03,24,24,0,350.1,677.7,700.3,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378084,,00:08:04,24,24,0,486.3,598.4,657.6,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378085,,00:08:05,24,24,0,561.4,963.7,1080.5,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378086,,00:08:06,24,24,0,526.3,854.4,1033.8,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378087,,00:08:07,24,24,0,543.2,1373.6,1529.8,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378088,,00:08:08,24,24,0,542.7,1016.5,1747.8,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378089,,00:08:09,24,24,0,444.2,1104.0,1985.5,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378090,,00:08:10,24,24,0,649.1,1385.8,1856.5,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378091,,00:08:11,24,24,0,559.8,1150.5,1515.3,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378092,,00:08:12,24,24,0,657.2,1029.0,1039.0,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378093,,00:08:13,24,24,0,679.1,1528.4,1558.3,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378094,,00:08:14,24,24,0,765.6,1186.6,1226.6,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378095,,00:08:15,24,24,0,719.2,1789.7,2276.5,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378096,,00:08:16,24,22,2,1216.0,1624.2,1840.3,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378097,,00:08:17,24,22,2,1053.3,1750.6,2092.8,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.01
1786378098,,00:08:18,24,24,0,924.5,1706.8,2220.3,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378099,,00:08:19,24,24,0,897.3,1406.1,1468.9,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378100,,00:08:20,24,24,0,790.7,1383.6,2332.7,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378101,,00:08:21,24,23,1,697.6,977.9,1054.2,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378102,,00:08:22,24,24,0,587.9,895.2,961.5,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378103,,00:08:23,24,24,0,530.1,778.3,916.4,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378104,,00:08:24,24,24,0,462.8,928.7,1080.8,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378105,,00:08:25,24,24,0,511.0,828.0,995.6,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378106,,00:08:26,24,23,1,402.3,709.9,776.0,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378107,,00:08:27,24,24,0,380.7,1841.5,2480.9,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378108,,00:08:28,24,24,0,579.7,954.6,1016.1,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378109,,00:08:29,24,24,0,629.9,1086.6,1644.9,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378110,,00:08:30,24,24,0,646.1,1232.0,1726.6,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378111,,00:08:31,24,24,0,570.5,1159.0,1258.9,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378112,,00:08:32,24,23,1,417.8,976.1,1094.6,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378113,,00:08:33,24,23,1,490.2,865.7,1374.5,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378114,,00:08:34,24,24,0,462.0,852.3,1037.6,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378115,,00:08:35,24,24,0,427.5,874.0,914.7,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378116,,00:08:36,24,22,2,461.8,924.7,971.5,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378117,,00:08:37,24,21,3,950.6,1407.5,1782.5,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.04
1786378118,,00:08:38,24,24,0,787.5,2406.0,2406.1,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378119,,00:08:39,24,24,0,1716.1,3199.6,3586.7,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378120,,00:08:40,24,23,1,1559.7,3577.3,5047.3,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378121,,00:08:41,24,23,1,1318.6,3539.5,5033.9,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378122,,00:08:42,24,24,0,1403.7,2315.8,3874.2,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378123,,00:08:43,24,24,0,1467.0,2378.9,3587.7,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378124,,00:08:44,24,24,0,1413.1,2334.1,2599.4,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378125,,00:08:45,24,24,0,1630.4,3494.5,3547.5,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378126,,00:08:46,24,24,0,1240.8,2036.6,2064.8,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378127,,00:08:47,24,24,0,1109.3,2191.8,3232.2,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378128,,00:08:48,24,24,0,1241.4,2372.5,2671.4,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378129,,00:08:49,24,24,0,706.8,1149.8,1170.4,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378130,,00:08:50,24,23,1,877.9,1352.4,1521.8,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378131,,00:08:51,24,24,0,743.9,1176.5,1387.6,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378132,,00:08:52,24,24,0,849.0,1757.9,1860.1,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378133,,00:08:53,24,23,1,527.6,1095.1,1172.4,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378134,,00:08:54,24,24,0,563.0,1117.0,1404.8,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378135,,00:08:55,24,24,0,655.8,1221.7,1646.0,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
1786378136,,00:08:56,19,19,0,524.3,872.9,888.4,3,order-backend-5b566f6495-cvt9f|order-backend-5b566f6495-m7twd|order-backend-5b566f6495-qgtdc,0.0
